Business_reviews,Amount
zK8JpioLZHfE-rIEBaUoYQ,28
IfQMGRiyTb61B9uEPr704Q,28
8p3PElrcriCFow9aErPMQA,28
lSBmLZVVJPEXWvYlGO79lg,28
VPzWrRSBRXP-BIo17V6hzQ,28
ftV6GGm1dB47vj3nf-UeIg,28
8b5RLz6zxi8Mg1hk-edaZA,28
TfVTT4FEvfLwqhnWG1mYow,28
0eH2qVerYikZ5RW7f-5UxA,28
olV4dxEL67Vzr8mz393SfA,28
8k3vSF9F0sJItv7ZFDFfmg,28
inZWQcsBuq_DtOJJ6fuHew,28
4MebuwsRNdueO7jnGP2EMA,28
XnlRHcqvHOPjKzZ0hwfKlg,28
xBdlARxGDzL5BS6F6bwMSg,28
900VYF8eLWoFt2FlMQ_gyA,28
kFd0KAOXHeOIqVEWmTiZyA,28
em-LHqxD0cPwvGvkOVvk6A,28
tanyDohkKKNaVkYpBi_rSg,28
Mn3FkMIv2p74dG78fxmqBw,28
C6ghzwYaYZ6KY_4yCLu-xw,28
URPEp3ZutghJJ0CE2zFWEA,28
-kF5FOubHi-gUjuD3fY28g,28
2oiQfdl7ePa8Q6WXFIXiYg,28
oCRDZR6cGWK1LJLvEEnOhw,28
yQqdNVz3EpF99_FBRkx6Vg,28
SvekhCGUbDWDpLPA0FIeHQ,28
dR3be0xGdebuhFJqbN65-g,28
0lFgq8limgTcON04Yay_Ig,28
imqAyMqiu-wVMjvBDLgkhw,28
STNGwWzdwhflVV1QRyg18g,28
pvRtUvRZaRowNLHeC1CbFg,28
vXapOrwbgMis5h8NGq4S0Q,28
AcvTfzjZ7Kw42HF5ew-Bpg,28
jy-rZwO1CPry5NMhHtPdMw,28
Xflb9oucfZ5M-309jda64g,28
otc9aHDeg4_tT6WqAspQAw,28
dy5FimQwL-6xnW-J20xISA,28
Y1qZb6U7MQOy-IdgzScHhQ,28
c-CAcdH2-12g1sQUQfy5xw,28
tlqgDMYSEcpvDKBUQptjYg,28
iABZcR1D-bW7M02OtrYGkQ,28
gNC0C2kybBf1yMZGSsZjxg,28
FkVDXIUWu23CDhPFGNDUug,28
-SM8Zc1_Yn3BdK2CCbAxdA,28
XZGOTAmHF1fdOfXMES3kaA,28
gdNfuKCW35P03rLlTKk0Cg,28
lfOWutDX2myrahvtCzyO5w,28
0RkViy2rkoWHWrOMUbCpdQ,28
6vJTWsX-0xxdEd-C0fLF_A,28
dl3haWFhioAx9XvXiL7fjQ,28
u5D3_ycnjppB-0XGhcJyBA,28
ki-gbR57ftSjDTbKdqPyEA,28
GioQY5rE_tDfeDItgKJDKw,28
NcIL7U3U2mML-kGxRloMLA,28
q6zdVV39mILya3Mm6B_Xyg,28
c36bfaj1T2SNpUMNMFY9Cg,28
60ypa6SVAj0U9YviNfv87w,28
jcSZLMkP-dTIKcgmXH8Qrw,28
ZCsGjJ6R_G-9HAZHAzWdsA,28
b81o5QrzPKjq8P5zlNYU0g,28
gWw19EwPHd1USWr0PPpbdw,28
aWhJIL4kmzHLfnjKaw9VRg,28
e3AKGW5Pev31NVk4qfQ0Zw,28
7xrphIN_g06RRvVl9YwBjw,28
FOTp2JNMj0_SuDSPKYhixQ,28
XfkU9vggsbRLw-dTV1aSSQ,28
S1UsCmC819tAxqPkC6kpsQ,28
c8YinC10oQrPyqdT5deD2g,28
U06K56fiCWYTtktwQkZ9TA,28
QnAkwwZZ2ZuGd-x1LWio5Q,28
jF7eaANzVu7UIueZa4x16Q,28
B6oUNsRtdoHpBccvbFrDAQ,28
C99WSbjO2UyuteruFkX-dg,28
ruItzjauKbybM6Sdt9An8A,28
sTQDxlvt1fxBXvu-bvE7Kw,28
o49FKN1WsG2LDOCE0eOMFg,28
XQck31fDZh8akpmeBojFng,28
LJPrP6kng8QzHphjrH2Gxw,28
FeUPooYBbGnZa9HWLKERuQ,28
sT6Dw9qekl4LO2nGUx8V3w,28
8ywbOBjzW0GgXlD0tUxCVQ,28
oPqo4WqvQpklBgMXgoBuSQ,28
CpkApz2NdHuZMFWQ5XVVlA,28
Wmeez3dUfKkCGZT3lMZGFg,28
lsgUussl7kP3Ml9hzelHPw,28
553Wn6JtUWDsxYFc29mnog,28
DJmKa1sWr5mICEVpYsxAjQ,28
dEZoHywgbq5mS0Ytv0vSHw,28
s6Q05wZpitOCDU6aIKVx-Q,28
zfuLYhOU3mA1lpStpL-Rmw,28
ThJWuz8kYbyQtCv6caQ1Tw,28
7lpkWY6BPUjNfWpiklxz6g,28
_1erJ4alN71jOjeoThCfxg,28
txfIwMeeGGhKGfSB-y6DUQ,28
6okGf-6HAN8nkRxA8ihImw,28
xbNv_7AM-ApV1dxEg24EoA,28
9xR16JXl-z4lgf2nkhr-oA,28
OUzXxq-nyVP7l3e82ZyZQA,28
Td6s-Fakv7_6HaFfSO1tSQ,28
8oyUHw3_hzvuaEDB0YKKBg,28
xsbUN2133MlOmQlAqRPVtA,28
rBIwGqpV2CKq8UBJ5SLSOQ,28
GOiJ4IggzshvIdW7Az8VNg,28
Wag3FCBPna52fqifAz5zMw,28
dfnWeBf9HNKtwH3VzpN0xg,28
oK6i-pSjM4mRwdrcVA4OsQ,28
nVJLWmuM4DQ7D-Qgq9ytSg,28
8TfU6cDJDJTI4kLM3sasTQ,28
9ebgSYYC6-hWUvMVqMGp0Q,28
trLX3P8R0jqtf5eJPve2mA,28
eOXCp2fJpFod7fLjSO_5Zw,28
2N6-zI2BNZwlw3ZmRIYbqw,28
04mQu98wm9BbbCxWEeL4QA,28
gme2kAz1FvvwNcYHvnsqRg,28
RdsPXJj5ta_ed12At_sR3w,28
EOfiJoEANEerUDDzCW7SQA,28
BunQD-tnn2V4Y-Oj-7rysw,28
47PQER5Q4OVmQhVZGE5nJg,28
0VpfI3LPjntkd_WXZngi7w,28
FK7LOY-abhSGoq3kPirpMA,28
xSP3gJC0logSrDmWjCW6WA,28
or5Yl3l1tRAmmRI6ZZfJaA,28
mYwkkmabduKgDnbcb2ePJA,28
woVmaH0_3PuYT0fPq1ruPA,28
PiyfGF31GH5-0DpnVb7B4w,28
g2maDQwjQWx_jG_hQ__O1Q,28
JooHGFaMK-5puYuqPt5HNQ,28
g2eWutrVGyfytXepjTXznw,28
iBRXLFWD7PeSYDbKsd_JTw,28
iZqdoqow3e7-D71_Lx_2Eg,28
0EEwORVVpNXCZAoOGNsmZw,28
7e70D7rOjTJwPnDgV9OBdg,28
Wz-hJAZl4Ba8g0TJRu1n_A,28
Z7OGILy60rkz3Bd8L8ZZ4g,28
7OPE07TjAbctFTY17X3nhA,28
usCqjhBkib7rlBHsBTUv9Q,28
dpoBSvgwnEuop9Z6RrLk3A,28
K83AQ_2U1Fuf_TIF-fRRXg,28
sj9o5Vgl8dBm0RnwjhqCcA,28
wDTSqTKQMaUyuMrqvh7uqg,28
LsniEK_m_Jbj7JMbT4eRxQ,28
5MjB9464NZhyJGGwNeZuvA,28
xC_iWMHh27LMNONgv2eCYA,28
lSQh_NxYuKBD1lbvuJLkag,28
yyo-YHOORIDSAQ7joQBPWw,28
3d-CfM2eT_Rn3N5FbExHHA,28
secVicuv1pV422w5TsMpMg,28
WRh6AOkXFl1qtnlCYUUQ6Q,28
v5wPzRXbog0Wq2GRYqhIkA,28
JRZvCv32jMEg4DooClFFvg,28
MbrfN3NB-yRg93GdA5YM9w,28
UpmQ5hH-MDE2XLDBVqUFXA,28
RC7HcGBuhg5Llmhutsw2sw,28
bxnjs7oSiHi1dANwjiGHMA,28
zmYuEokKOT6mg5DnifoLNA,28
TlfCbP5iepNupG4r1boqUg,28
GLRqRGjzS6nnmiks_hsgGQ,28
ytalLxZdNZvyEw0UYfvRug,28
wv-_rCb0_F2oVtC5-cuofA,28
JvUOOfAHLeb5k5zEH0a05A,28
kuv478_vVSHr0q-6PPbdKg,28
3vhljSbG_DBz0qTI-D9F_Q,28
r4EH5TC9n5k1yNGbNI861w,28
UGHVZSx-t_bVeMfFE-MYwQ,28
biJKtlItmObJHMMw30jnvw,28
tZnPqmwGcLjYeBdwyvhazg,28
3NLHcyTs5y1_79hu6hB_AA,28
3yfYETTuh2GvyzPQGkvohw,28
-12_gQ7NRcMWSRs97mRQdw,28
u6KRFjrtiwYAUawnioD3gA,28
oApZNJtRz5TYSQq4eshsSw,28
gjE8AH0DuNcv7PkI7O6DIw,28
oNc3jqWz7wq069RAQ15osw,28
agr3K1wTD6azIDyY6PtlrQ,28
TQ_oZspz_nr2WMYc2N_a4g,28
fCTk1feKiT6xreDbwQLLtA,28
3M26JcwqTukj5NxvO7z18A,28
zqz0tXwhe6TJDXFg0Nz5nQ,28
Ujo9nIQQ6Zs8jawpBtDojQ,28
VtW-N7ELdjvhCzrPuoxQBQ,28
cBJJ7_pzG3R1n307VtM1JA,28
gMKpJv1K8cmFPlSzROrMDA,28
Zo9n9WMGsEBJBL18tP1ekQ,28
uCBEcUgXHrKH72fB8TwKAg,28
J2UsBWjyf0zL3VOv_4SDng,28
_9Z0aVjzCXR7ASwVe5xcSw,28
1Xo4aOdBc6GuKxZWT0K7SQ,28
UBBMStYoQb1Vjy-ZcGVTow,28
ddkZbYWES86xmt40L_SNeA,28
AHGJEih-eLhfV24VfbgvuA,28
czyAnOcZgqxBrpRhxtfWGg,28
v-zqhiOuTcBfpDgBrm11QA,28
eFbEoWncdHMXO1xQvVT-xg,28
AgBPNibo13odMJgSue2TaA,28
jWljp4qLuqr968VFA4EWrQ,28
cWS680GN3JNEyPb0jIIVQg,28
kOyh1SCoeeT-5bc-Ds0tXw,28
xycNzjThLVwYWGxRPayEAQ,28
sUK7naWuUWIYAOYUpJ4Dsg,28
XD7EU4Vw_0OQYydrRSqwtg,28
XBX3H8PuV_wsf5HtXH6lWg,28
MG2LPpXRvgFIee5Ho-fPsA,28
6aZGNR-R1lSBlG9rPsyEyQ,28
kweSZ9NQ5WjWMYtzZtAzdA,28
Y_0k1Kor0yj6c85kpXnEgA,28
Tx-3jESMA2NXN1Fig4lJCw,28
GsW1wssbd_jbBhzIYqr0xQ,28
hnLCA5zbbVtMVGUa9lkuwA,28
nMXJDabXAbU2PY2d1rl3kQ,28
4Ok0LcyxlmYZIEg0tmD8AQ,28
pJrwr8WXv6HRbAhYazA9HA,28
JcKs_dbG0SD6GkZiHizl5Q,28
qCgaKAj-CbU0L1EzaJrQug,28
sjem0d3HOJrJRfGqpiNOdw,28
ifEZvKJ7PA6zGRzMEgOdIQ,28
SYi3fXcXl1lxUmEEsrXR_g,28
Ww2XCcgJvSXevOTbeIVzEw,28
k9QaQYOU-egM3UpS8daiYA,28
OjFr_sk32NOhYSvA_Ucd5Q,28
joziEnj1kVdr6uUAE6kXog,28
0q5bPDn8FVEnMnETzCBofQ,28
UTVvCIMgSAbUx2stCRAJzQ,28
vPv4J9bgh7BDy-p6tAM0ew,28
C7NfrXe4aQLYTmSmdD35kw,28
BfPwYh7HTht6QeOQwKjNfA,28
nh-bS6zARX3h15OV8k5FEw,28
DGDzyXTIue3ooosdpMXIRw,28
oCdPysE7aWF6K--UMJ1R9A,28
gHaOTs1DuF7KzcV-sFkGEg,28
D4JkGE1gin-jQr1E_Tn2Xg,28
j6VFhompVAK5sU_Ej74WVg,28
IfcJZKQiBKf_9yq784qbww,28
ZmX07whU2YiV1rObSMgLuQ,28
wX-P6NJ6gHt28Xej5yY4nw,28
3GXCJ1H-y2rZ_txwUfMqJw,28
ywQdRFT4V8VxDHYuDEPonQ,28
FPJmNRNfsHv8H1vIDruV4g,28
qddswgDNeToDB317wfnLxw,28
NiNYF7i7FoT3PiZNpTqsXQ,28
M9QyLU-Mr7l1lrvCzRmPKg,28
vr4oBBl94SvekYTXOW_0Hg,28
llmWFWNqZQ2J0UVECr0bvg,28
71Wvhe8EZDovnzHIRMr0hA,28
6-jqHN5JEfb9x1QhPRLXPw,28
UvwMaTj3ExHbQA_Kj1uahg,28
sVnNRROaOzoV7FCx7JRjIw,28
Uuj4pdzGH6OonbjzLfWQdw,28
B_CXPcgf8QzKbNCdK5oLPw,28
qNXgn3rjqQUOWGSocspuJA,28
USIdeX0jtJf54bl8J2EKrQ,28
TAGMFpj4NwOiWjuHl-0Ntw,28
fUntC7lbyc2VR3np-29D4g,28
R9qGuDdpanpBU0bOkGv6DA,28
CGZM3xRSaiYWPmZTttAXfQ,28
Y7bpk83gKWgCmi7yKGTTug,28
-f7yjjrgCB1zsjt9SnGMdg,28
Twgpf9N04OBKJt_veEYj1w,28
kFUnhP25xfz-mKFx2ckhtQ,28
-NQgfwpVyvDlA7pmmeNwrg,28
bkbESKB_AsHV-XJh02T9UQ,28
WiRRE0xFhZ_WQdxe_hnQdQ,28
2Owm9wALXx8SP6Kxic0GXA,28
HyFaFDR7sWRvtFqsYMEbyg,28
DpK33ON-lJrf2PcOP-z_Bw,28
uwEN1AD7lyGGxyODTrB3Tg,28
NnI_NBl_jO6lIvl7XO9VYA,28
P8tNjsI6jE--HsvfeW-Mcw,28
oxsTUf9HsYXVdJSXsJdabQ,28
BdfWrBlULBZV-zLUDTfCDQ,28
kFa6yxVrrBbh6oKJxVwPOg,28
Ly49VA-ihl5r2hGK7C9mbg,28
NmbktTQD5HCwtg8_3LmDuQ,28
8mPPyyfxDuJJmkdN9wRe3Q,28
s3SfymhlGFQGh2Z4OnwF4w,28
8mT2-SsMhl-f4ssj-amztg,28
TeVMFL7ZmZy8145Qquc2Tg,28
BZu5xUhbszylD4T2HdotvQ,28
SSJ0OFC_QvGOGgKm5ODJjg,28
33hkc8JVOoHD_lRqj7TWXg,28
MgUajhJ2qxNzv4YmR8kNlQ,28
KKmK8OJ8I7IPQpNKHt55Gg,28
1byCG4RMQcmBeePtiaqQTQ,28
72z_BiZzcxfJ5eZt-fkltg,28
_l89eZSXnAfDOVjFK9Me-Q,28
X63jIMRHYBvKKQDuJTRiQQ,28
gjvewJWCzk0QaZ3IqQodZg,28
mcIkOaapdHHV44fZtAROVA,28
4nr-pXYTCYFZyVEihV2BAw,28
gQs0dW1s4wdQJHcSRUOxmw,28
51-PH6PWSiWdri7Fudv0aA,28
fZ9KTESOKe-EKjf1O2ve5Q,28
Tl24yZWDtZy5_LfDfsWofw,28
D88YfiD-nAVRJDkexxh6Fg,28
1OgRJcJ2tsfkZn5tCjhNKg,28
o4aN920EsZWmXuCCunV5OA,28
xW3fwoUMGPMExBCmPu82SA,28
6w3M1agy0CI3H6Zsux7AbA,28
9owqsoAsfJnGmMievjS3cw,28
Rap26RiHgllIcqpWvCYBew,28
U8kK8hHCR67qinrTImRUBg,28
4twLROmELOUQmdikioynnA,28
l9NDEqoZOJ7FCXVKSh_u6w,28
LgvT_KEMx61EneDNg4T_hA,28
XekExID4mdunrQ-CQN9Fww,28
T-VtSdy12FvIF0uDRxdEfA,28
R7Qg22u7toKE2qmfBJiT4Q,28
EJtZBeh0vTNaPoPqBPqqOw,28
bKp6-4eViQPRrKrxyKMqSw,28
M2F4Y1tg1pe16v9nHCWfdg,28
bt7HxoEfUXJm9EbRZpKi9A,28
47ZG5ZbGjKypH194HA_HTw,28
jZYkQS6S2jqiak-R5_x0qg,28
FeHt5s25mE32heZEbzRfdQ,28
o4MAhdTefZhXHgDvx1pSvA,28
B3o1iMqctKFTPrho9YygZw,28
Kp8ywxNuDjceXQjwPLkv1w,28
dmgO0JB7QxIRgZFZFjLGkA,28
80uVd5369_OMLzFRgqrjlw,28
W4Yh4-m_3LjasT9SB1psRA,28
Z0lI1P8ZIvl8IDR2FPrb1w,28
PQmho6f2YuCLbyj7ain8kA,28
ncql7fwLPIDCIy2Ih-zlkA,28
2u-QiIw4ZGMdnrMouBFepw,28
BmNtCe92XpAS9Q6NbGGU_A,28
Wa_SmUqu2uvoJjWgtRhNFw,28
O1DYF1jgQtxjE6xp10OvTg,28
9wOu72ziaI39kmkeebwXOw,28
77iaWzz0D-2rlphlZ4nvhA,28
u54WJgrzLmYkKbB6lbT7hQ,28
5-JfStgLY03ion8gpUJF4A,28
WVYcB73fVpBMznlhhqjL4w,28
ncYKcEcZAS8RiBhxyfztNw,28
08zL0CHz6CwcCmbI4sT3ZA,28
x28OOOLzBnmZfxk83XZcbA,28
dASAf6N3crtzN808OaTPmw,28
Unf9ZWSA44qWkxv1-UXcyw,28
vLpAUDjttjjBs3vMXvC8oA,28
Xd2Sr1OwAzoa8O2D7aJROQ,28
vPrCGECphWWjIBTfdz8suA,28
4ejwoBxCDUgTPjaaOXLuDQ,28
jV5AY0ww6_q86c_0DYPZ3A,28
7fS_oxDn92iY0szgvFDVHw,28
zVmW-ohNzhOPiBIeUPL62g,28
kEfxJk-AoLi28VQZvSDDfA,28
dAYsDKMHLR3eZqn1CP5oJw,28
hjbXFwL7Wl5yrP_vq0InUA,28
at4y2FFxGBtSrZHYreNYCA,28
k8vw1HF_SmLJX5SYuYyS5g,28
hrrZCzRB-1qtX1ztceUTlg,28
p9pYBwLE0eq930uvpTYKjQ,28
zG8xZ-X3QPt7KucfYVffCg,28
UaEBJRTkgaJm7gByZR4atg,28
Xe6iQk4fD6TzHU9PysLJoQ,28
JM4gj4650BCmjM3sGbTDHg,28
C_L75EgPxg1BUoB_b-8aog,28
5oT-zgtHdhsHfOJdcqo9fQ,28
7Ug8vbtGILz5siCLftJ21Q,28
TaWCKl6hVCwm2ksdRBIJSQ,28
nzGLgGuDONA5ybdm_fIm6Q,28
EpxjV6PVXdmlGxae-Ka8dA,28
lVQAsgNfR3Q5b0lsq6iiTw,28
doLp36k5-8JmkZ0x_KLP_A,28
2BvjlKq5G59_2d4aRsS2fA,28
OJSokvJ6c608PprZC7a4kQ,28
j2hzwWttoIQe-g__kTH2AQ,28
Qk16AqRvYEVHQ-pGjUeIEg,28
Wtj7-BxmYuqfsoH4bZ8GHQ,28
0cCKFBpgy6XeNGxAMMCYpg,28
2GsqaQGFZfqjEU7nau7vfg,28
sZTgk1wkle0zJGDO9LgBtQ,28
Rr5YgqOh_GHUuprDf6_CmQ,28
xZfs3QHJVMU4wpsBRHQOjg,28
UV0QzMxNvA1ntt4f1gH4sg,28
6lJLT9H7FjXioU5yCu-x2A,28
ryaUtQ6RgiMzOYCRvg7KxA,28
5MQW9-CKYR-vkJDMgLJf1g,28
SwYG9U0LAkeq8thsGdRhyg,28
FLvsHSO09AY5BlaibUkLzw,28
qqiQdcefn1CNHZ6Jl3Rqdg,28
y7P06O7ypUgdU5fgV4s87Q,28
7Tz3CszGgo38nSCBjYFE0w,28
fYXCk6Usfd2wzyaBBIM4dw,28
JiQ3BkTywLbGHvJCoNqqEQ,28
MWcd_c9E9mmn-9q9XSeeJA,28
wip9jr75dmyrEWz2_khRXA,28
x2e4iMpKY2_GhqTyhayYfQ,28
IZW788Bo0BqFqYZyOjFhtA,28
McOqG0Cex2iUOCAk2ad9Tw,28
-0dKgi_Hpcis921nOpM85Q,28
_ghPYJRzVhl-7PkraMKZIg,28
t2B_HVgPg--eUVprWQX_Eg,28
D22mY6Lmf_32hh5-ESXFPw,28
qi4gxpoCD4ZDWp_S-9Jzeg,28
M3el6wWmdwyr9XQEmnGXWA,28
upNv0klOAqoZUMcYGYItVw,28
eZuvoKARI5Xihd2uiS7DeA,28
e_0_6Ssml_hTKxNozXdczQ,28
2smJJFf65-HC5z-LiE1iWA,28
fcohLhqJ5GHOSoJfCcrLUQ,28
FLpdbIgew99BSmp08z96QA,28
etKBfxAHuGeWp5gBYavPOA,28
OAdMiCSG0iamQ1MBhiZQuQ,28
rrLay7gghW0bb_et9ylM4Q,28
eSySYzBgc-uibZRRa0mGDA,28
RMjhEspUsZjtsmd26ZvI1g,28
zTu1c-A-7l3wQ5iKltSbsg,28
vEsBq8kDrkQ-Yi3cWJpV6A,28
B4YxMSe-mBSpB_DRjbivcw,28
2dllzecB2FtEbFy__ypzYg,28
rh8l1_YAmza2mARKeHz2Vw,28
sEiFwUjk9esYl49JZFwvBw,28
-d3gnHMRv55FB1NygdBXEw,28
BcsRUZAeUiU6LSj7Ovtwxw,28
SIFHiyg1FActOQ2RtDWF-Q,28
zhwjTaeQW4xT_sZziAoEUQ,28
aK_dzHUlLX1Cp3k2pkYhGA,28
6HhRTp0tIsvXH1OmG7IOQQ,28
F4QQydXjN5_N8KXHsgWsEQ,28
IcpcOVLepvCkosjpM_VsEw,28
TSIaao3rkvMiWyTTenWiiA,28
T91QQ82DRr7LVHFs5A0G0g,28
vlqcTafHh27AuDbYtoG8rw,28
R0PfeA-0LxvFft-lrytuiw,28
CiIQm23jT_2qx3LJFwjoDQ,28
EGrTTitdQsRTglHdb5loEg,28
Tl1Y_-KvMb1m0W_9m-EFjw,28
Bu9x6JH0H_b7_R_X53glOw,28
iPRRqLDuNBR4VieP9gM_xQ,28
dk7ufM270iLiZS0kdVVqIg,28
hAKh7J-acYvUNzmb4jThFQ,28
-brF7zFlsXxP8cmAuCqA_A,28
WN7deAzW6-jMJPyqVhHJXw,28
2fBxgmiUxoY3y1_my0wzNg,28
buhO8vRCaEoNvlxU0AJRpQ,28
lGR0o4OvxJeOB9P_sSciTg,28
xzzLOR3pA03MW0ITctJmCA,28
RkR4c235ZALlY-wrlxvJxA,28
qlC5ojQRLe26shP1Kt7hQg,28
U4l6D776QobZBWrRSzNh9g,28
n_sGrE0fWxN-bnXGvh2j9A,28
gLnf805Btf9vbiQ6_X1WAw,28
LQ4cI113NkU5E-rvU8FKnQ,28
yoEClCn1kYPSYsPntWFleQ,28
cGkUqBn7ui3_mjU5PYfwnw,28
AGkaIvkzcp4O2A2wKjnjZw,28
SvnBM39YoBHHiOsuUWYSvw,28
d01tIwu8XEvAsGpt1DU2XA,28
FK_JFJGQPoKNblecMhSUDA,28
V7D7RAd1tswIwNoVpJHo9Q,28
OaouOUsa7Rl9oZ9jjnDE4g,28
0sEQcUD5WEdwBJBXavafHA,28
ETvzuRC9gRPHHSfu-6H9ew,28
ESGujhKDkPMdCYyLn78cbQ,28
pDcD1Wb3G-ymzId-hUx5Fw,28
MT-U0PfyFVdUtipevmOXlg,28
nGT2n5ORxATPpyAwOeBMdA,28
XRQuRNZRhu1WkokBXRWWfQ,28
poX1N7EyLadmhi9UwXQfUg,28
RykQaoqinB4ZST_F-fODZg,28
_gOOIdRMJoos50z2N3-YQA,28
k1bbiAV-1yQ89b8ZegL_LQ,28
9ygfM7TKMT8LB-M4zkzniw,28
mYqB1GAngup8xkkdrD1UcA,28
N_jrvwCbi6IO0IiI0o81pQ,28
LK58peZTR54sYsISrTo0cA,28
yzyVZnGoab-Vpqy69wCXjA,28
mZKs9sP1nlGXR3nCdTTOVA,28
zbmFJIhR34fPbQfnwU8VyQ,28
KpXLSMHoozqN8eWzpAUJmw,28
AHQSq5ZdYVQUleXgPwHHhg,28
o6nEaC1G1WJpvU86SBX97w,28
LZbPAYNpIUhcKHvNhoyT8A,28
CmBsnF9LsP8mN0YiyE5msg,28
DTgQCDiGPk_LS4LMWD2o1w,28
FG0a4zkWOOTOCOSANZcVog,28
Afh9UF8-oTTwPFaGwIskKg,28
W6vwziguhzk5C--fufalDg,28
9aNLFdTxR7TSUv8P4DxAKQ,28
xSVMbH0BIsFCHxzR6vH15w,28
01pmVUeVeXKtxdnLcQrUOg,28
cmm6n4JMZV6dsGAsV9h1IA,28
SbjEg2yW1b7LNYxL9aNYkw,28
QPfOMjzXnaldm2O7cWFCTA,28
AGUanTQXv-K1VpAQQGyz_w,28
TnaEgq6v8Q2vAVO1udwE_w,28
WPI4SA5im7JX75m4dJqnkA,28
XLEgHW4tdk6VMt9uy10aog,28
A9ip3apbRlpRF3yZoT9w8w,28
UCohkv-Q1WAVTECp_W6kLg,28
vWQSbBPQyXKnF92kD6LDmA,28
Dwwt8KwB0iyf86aE4p4vSQ,28
MiZkyuqAyy0pR96lBaIRJQ,28
zN1nWYBHTL4T4onTRoqE6g,28
okt7nWlgNNwqBzzWOKNEgA,28
-bcnY0PELKRomT2z7eGQ3w,28
DC_RqhdrXvQP1BD_Y0_Nxg,28
GbHyNOUUfu4Kqn71WM5BQA,28
MuYvPRpSUTmmr4zn_uS0Aw,28
TwIouh_gbW9TCSK3PhuPrg,28
VlQbbmer4cJJGKWxaig99w,28
UCxfP4Lu3SxSh6U2fE8qcg,28
1xml0ORpxLHrRlitps-yhg,28
Y-MZJnl6pkttXYEoCnpe2g,28
vmtqCFoBX9TzAoiLUEj5oA,28
mhI_Ph26WPhbzX9Hs1lUtg,28
-PvUiRhg9Nuy0l_dJX-IfA,28
fietoLg6UmUGlQKFh2jDTA,28
7vg0q-N8e1olhWlj-d6oNA,28
rKyRKSHgVXZ7GawuBRPJ_Q,28
vASuBvl4tCXot56g4U9_Hg,28
HAYfJc20CxJjvI72NmmV6A,28
PYCMD02VN50o2A0n_GgOSg,28
-TgNuaotu3vobBRt5KyiVw,28
hvXFmINyx_BrE_sT4etj-g,28
ZzrmvjyqfloRhlz6LIURyQ,28
EDprNnmwty4XypvqgVZVgg,28
mw-Vn0mmSTYR1ZkQaHdeBQ,28
eH0ZmOZj4TyGqZwfDpQT8Q,28
QNnLpVfCdsxTvDRflLCQEA,28
Mc3kLOpsSQarzb8znZO4Vg,28
ZYE5NS_9eK0dy-OM35693A,28
OqPqz33yPrTdUqCCWwPm5w,28
_Hknj-SC2Z95iTTsOLpbOw,28
p184f-Zvf4ToPwLba0VS4A,28
HFcL9_nbvB_YTsSX5CR6Fg,28
cqv4h9RJADMqPl_TXA4WhQ,28
_4FbrGumeyeOeK2kbDFxEA,28
3XlLh3Zh6MJeqX5LFvEUTQ,28
ULeZegqgxTcS3lTgprSFJw,28
bsBoQdVECk6fpTMeOiefgg,28
pZZHjZSkRe5mnVJLnrZgpA,28
kuWU-NJlXMQ1f-pDBkHoYA,28
KqdOJEH3Dxnw474og4EOBA,28
ZKSEv8_PmyF_2PqPK2xXXw,28
ynIeFwYcNI82cM9LuuqJWA,28
_WrL7teoT0im_28inoePwg,28
U39eiGXwlUOYnnUy5o46xA,28
mgCherqqUsHXNNoPTc0N9Q,28
ykFHFrv5XfUTq1KJNQbeZQ,28
nKI3YfvtERTKFOsjwfKqRg,28
bDbqVVvCVCSmR2loUHjR0w,28
Zlh5yVQdZks5icypCUk7rA,28
T3pWvZ9uKnOQIsOPcQ5yzw,28
33hf6TlYo5pZGdwUROUwNg,28
yq0ubaq9rXZgc5A0S3sLpQ,28
04PKYCCU7G13AWSv-BAaMw,28
5Gr1_aXcfUhMR1d5ETBuaw,28
oB_qYvnnueXxNGQSQFoWeA,28
46aosKfuQi9zs1SzcFK33g,28
waamstonAxP48FXcJqxBfw,28
guNEpk6xKOpE3Uv45LrlvQ,28
RwgohauKm5a6GIgcXyz24w,28
X8uLn9B7C5b3SofJM12s6w,28
rIxkaoDlLjh2kCJBDG5tcg,28
DOV5nORyuZoljd3HWE3lhQ,28
flpTF_tLvH8PGXZ7cHwyHg,28
b4qNoA_upvb10oJmyzwnsw,28
_cWBP-lW9RETw77prVle1g,28
iP5pLqJzTUz6ZkVtXzYjHA,28
eA2TDU1Hnynw3BBL65Smog,28
z7u4xNXH39fDa7OhFnNmLw,28
mZFz1G60KVHGRJjHlV-Nzg,28
4JR06JiS8W8ieXoF1ZWkGg,28
KZW_CVB-8pmIGYX_UVmsqQ,28
Eg0Sxbt2s-MHbGIZ550M6g,28
61h6Ru7vrfQJypmmancoFw,28
yE8r8JXplgnr4XxRivkdLw,28
644r2PJhLCFL1_jVECpOGw,28
KORwNLrIykUPZolkz57sbA,28
vpZOl5-Sg7G8gga9RbacdQ,28
TwzuZhKO1zURPrN7zW5lYQ,28
36RhwDQ7xH5j2X5KKLm5Jw,28
waPnDEqaTJ7wigQQaUcSqg,28
slie9368A_rG70_1Wxe50g,28
ZShmDmtZCgK0rvXiao2ngw,28
hSbwd-VP4THYYvSKQQr6Ow,28
