Business_Checkins,Amount
aTBBfJKm8WnHvs0v_62Hmw,414
Nit7oji_POMoRxZ3q2ichg,414
zuDXSlqm2veuwTD_Kl-pkw,414
egddrKAZ4Cj__lfLhwdTXA,414
2h0D_jeKy81uZgpZGZmGPA,414
Y989Hsw30AYUMcyNjBz9iQ,414
H0TidC6ft9wkTBAhsWrYLQ,414
VU4jaQMZDJxKUihpnVM-LQ,414
UuWNE12-HI-4UPilREGX5g,414
8cc3Pmdz7SblEBVDt1eEAA,414
fyHua7e0AnjDmuuLXg1cLw,414
Xr4uSGL7ybckctT80JvALg,414
NrKVh-Y8Sfu9-He9988DBQ,413
fgnHM4VT-n1VjFL3YeBJsg,413
6RyyMSq4T5G8mILUaALHfw,413
LqDzm5YJs07jpyIMYFnFrQ,413
IDU-TR01EtRLCMvI_CcOyQ,413
nGElMRWr0BcQKFPa4ZBMYA,413
QLGOnji35UWVo5JEuxVMFg,413
wgCIQauJ9CbsvV1KqcCZog,413
JkQz12i_Eubd_xQdLLkDxQ,413
H2pjAMidnNNIf_R5PYSeHw,413
D2gONomZQyRjxR3TMHJovw,413
kKkw3zsIGMQDFQXP-_yYbQ,413
tNnVxOC_9p8UK3N_2-yCtQ,413
KV5djUZnuPyWiLViMwjF_A,413
Rl1NN7QH08h5h0XO00lPFA,413
2JKbWGJeE3LdwHJZSeAGEg,412
JW8GAI4_RwyNorbQnouyFQ,412
J1XdgoK5-wabYDTGKAIzCQ,412
qHJbcBFjNM2Pf-cmWw7OqQ,412
3lty2YUwjp61iUqNgKVEMw,412
mc9HDcUz4WxcWauiViLV-Q,412
PRMD-xnN2WnGvTE3pc-gng,412
GTXSk8QyD7N1Un-tzgPw4g,412
ImS9sSQLdhLj9g3BcBKMJA,412
Pk3N--cpw3uWZHhtUgR_FA,412
iS0LU2d6p3CWjX_NS8Vk8w,412
52iW9Eo-EWJZXYYjQ5pAKw,412
ThpNtCxktDMcnfLJR5fTNA,412
JeSIzQ1MbaYGMrGDtEAutQ,412
Z2ltNYVxmLaLGNVB7yFWQA,412
LXJP_aGg-zYbJIsEkA5vBw,412
IAiBDzIqD3ozKo-EhnPIaQ,412
zBzWWSk4sW0W1mhNjyzN1w,412
f8Byv8pegvus-Wud_mf0_Q,412
IgNDlyLERBwFGphgcC5VDQ,412
PM_WuWyoqrKf20vYcD6ihQ,412
9_b6-A_Fj3KCrctVyraAFA,411
fVRnz0q3qMvEzHrH_blSKg,411
wUnLSg_GKfEIQ5CQQ770_g,411
SQf5H-fDeS623sXXeVYO0Q,411
jD99J_5nco5bUTlhMR1fsA,411
YAUUdbESr8BYQ_TFgDjT5Q,411
Qmrw1chFGn3skbWFEyxYCQ,411
oktohqIGhMQxOP7h5ugHlg,411
IE-5GIHlAINr0zO4lrJ_Lg,411
VDJrE9enDtjbzhr6vCRI1Q,411
pCvNFAKOU32WsVwm_PADPQ,411
aaxinJkvK841csT8tpk_lg,411
i1_umgwaC9_YIVmQhoq5YA,411
UnMFhoSEJtPBxARhJiKYKw,411
XToN4CDHZsLj0WUL0Y7oyQ,411
Jm8OvNQy8PlXUroRmKE10Q,411
CRrKt_OSlTXhOQ4VhONMkg,411
HWLgmRSRDdUwXFkUxf4N-w,411
jp8K7RPJc3IwwkDYgfAZ5Q,411
rVfe1LHo55A2fworkm_jVw,411
WnZhGc722cszK_5imM4Qsw,411
1_8sejgc34ay0MGAQvjLMg,411
eiuYtZB62adMDVRkDyLQPw,411
zS_iBFOBbZSNC1edaijD3A,411
gOx3bxolzJO6JkLAy0k7mQ,411
Qkg16mN-8QR66gjzg6gMyw,411
vXhrovlPWEnPKCbZMcsZDA,410
acuR2kY6Qpbv2hBhEHpimg,410
r_kpkGM1saLooRsWvhm5JA,410
nmbrMcMOZd-DQ-cM-x00tA,410
CCcrj8s2vcu7vbRFfV6ayg,410
j8_GtOGBHwOty3nB4k23gA,410
gL8rqcYrygR9_fybD4QThQ,410
neZ57MQjD-ai__HQh5ULaw,410
W9SliuSyX7N0XoiG9UFNdQ,410
obx9qVZdKmmzJE85NS5guQ,410
KYcvkt0hU5bxI15YXd7FSw,410
j3Ml_qEFnDOaH5miNzG6xw,410
g10CUV0LY50kLHMn5wgS_g,410
ObDQDZEAyFCw8Dy803_O6Q,410
hXGIMryL90iWW-gPzYEpUA,410
_PQzeo8P2sGczzFEifrK-Q,410
4iu7fFErsz7LS298z4bk8g,410
whiNQ0Z2AUkyBKucejQNTA,410
N3bjowmk_Yi9rUxPpM2k6Q,409
Wc2dOe5VdFoYwc-0wvkhwg,409
x4XdNhp0Xn8lOivzc77J-g,409
NJVE37nRqAuTJ3OnBWEddg,409
BRXYWO_BPuLZqDjuDERLTw,409
KutdYfcmNCM1qggUg2QYeg,409
PcAMh9bjVHVB2dscm1F4FQ,409
p7-OaCLAzVKL-dIH3Xz_rA,409
xq7g2AzTzVLCv72NtnCEWA,409
L5uxkYPKhTl2YzL0rkpN6Q,409
z0RrXXMvLyncxFmtxegK1Q,409
r1N7zlfX6MgcweowNOt8Qw,409
1ipr4W2ApXdAyOmRE4AIkQ,409
dTwcyPcEm63U3RVK2_MvmA,408
DzVYXX8mc5x31BbaP8c0_Q,408
SHZ3NhQj1FonMnKgdqRazg,408
DdXHwMvFa_vlWwOfgxUNVA,408
dbn2SoD5uPG15Yd4UcmEzA,408
eEMqe1vC53vu3bkBSkekSw,408
zIeGu-ZfWF-THM8Y3lQwFg,408
ggX5HgWTcHBkMU37EgJLig,408
fGYnHzFr1z2kv7bPRW6VMA,408
_t4wY_baSBouijDOV7nyhQ,408
bTve2mwLk5Zc01vRKqc2KQ,408
ptL0bCrXmOiL1tfe4g6TQw,408
5Fr4z608s58HEHLK9K4DSQ,408
r2Q0R0o2ozazmsZb6EiFfg,408
dJ2CzwEGQdOo3dcPWVwOPQ,408
lWGNCV2NSqURVoqJQAHD6Q,408
9jHgloOaXt-clmnOmwZNZw,408
8cdOG1T2aaj8ahEkcA79iQ,408
ilMOhEe4FRU4V-6ZqdYTPA,408
Vf0inZOaad8sv1uG8mGIGw,408
jxhVYui6UhdUxEp7zDgFFw,408
7_5gXg2aG_wrJ18wdkDymQ,408
OTwwIvLkrS0zc8f1lNRstw,407
EVmCBFlY0Hy_62bDRizmGA,407
VpL_ekb6rSPYzmmLj4bysA,407
ZaESV9fyncc1OeRqBXu7zw,407
g3G48LvuvwMdOg9J57gkOA,407
uflDYdHGrCawgr1JSQ7Ypw,407
D9im4ujaknpYonrEfbE_HQ,407
0g9fGg7Z368fPJiBp7JvdA,407
BaSwNEingTmrBw4shffK5w,407
z7sp6u5JnNlq2ziu31EFvw,407
xNFOIAjbqge_fqoUJu3vDA,407
SjgRHmQ_ClUlECE2JkY8ng,407
Zu190KfU6xuNaOCDfthmYw,407
YPkJdsaCgW_qjB_fLU_G9Q,407
Lpuvf-1pHW1Roh6bPm1fPw,407
ueLgPhdg24-BwXuP-41gew,407
cRvoGf7krkQKF85UvOQo_A,407
4HJoGhB4Svo-_7ecM-Cv5g,407
xz81pPXEuon4-7yRg2ptDQ,407
b2FwlYZiMKEB95fFhLEqWw,406
LttC5xNMFcgOg3bt_MlXTg,406
5l9nofnuAasZ6iHRWzfzuA,406
gemfdRJabGzAqfD1oLLC_A,406
HLh0we-7JQ322p6a7z5hAA,406
BrQkQjryFGeO7M6QpFM4Ww,406
LlGHv3iqPsLc2clOwE8qug,406
E4-zI1h3LJBCzBCWN9SCBA,406
dI4hRSdt90bZyh2L9Kz71Q,406
NnIrd_1O9QyuCLigoxYv3g,406
k4WBufHPsiz4HgmT_gwK3g,406
oa1U82IJ_Y8wf6-Ko5Tnew,406
o9Gru-QFoxGK26FSWRCLXA,406
M9YzrtbHvlntFXWoed9q0Q,406
zp1fdj5OcdQ8PyhSVbiwyw,406
Loa01TIJDtjQ4_UomBpbQA,406
fbnuCM0H19unY6FF-yjhpQ,406
Cj115fn0LsfcNLlYseKxSA,406
u4Y3FY1VmVWaaZUdGdJMJg,406
6LyhttbsQn6a6PDxQDojCw,405
oIiiGbVLfCa2JB5cNm3UgQ,405
gfDxVYHURTzQj2ex9nJCNQ,405
AFeVNAyxenAr5x-56ulL6A,405
vw5C1FO1aD4nc5Jvb1n-Qg,405
E9QzFNntGABauXJjii_Qyw,405
m8O_40RlYTs1rk_AOnLjFA,405
wImCKPqb1FvOIBPhXpUZTA,405
VH2N1ZbEwLsAz4MB57Dq1g,405
OpkCv_ryunW3yJckS5pV1w,405
khnNWa_my3oQQghGPuILhg,405
ijnCPsMfWWcxGlzwOzUxIg,405
SdZvOwgALlSBt8A0DvVkuQ,405
QsgDdC2znJ763rFHilncZQ,405
Vug6egBQn63ejHoEUUVdKA,405
4KAuy-zNBxD9QvnkldwEww,405
XRrUDjCm1I4lhw7cWd2UDg,405
CPDaHi2bSPYWLBOSDGY7qw,405
H3rbIIo5Y4BZzdHRu-gbFQ,405
4nk6ZOYSf2s5GJHcqsSYoA,405
f8WKIeT7HMAOedo54Nrd7Q,405
JeINDeHf6-FJja4JYUqD_Q,405
1bJxvwuMTyXmQGu90WLPhA,404
lwVrrjc2MvkF6SS_PaAU0A,404
N5ekxQd7wGHWJJK-p9qqXw,404
MbVZ1yZvG_sSAkHgTUx04A,404
mpSw0mwzJf17NEs7wBzfJQ,404
5uHqdix18wYakIps4lM6Ow,404
nMw5vP6KwTb6HWbpxRWXsQ,404
SkaRHOk0ptxvndpjO5KK8w,404
uPemnAOJJyoeHmhD8g_fbw,404
CdiIirSjwWzfX7XsSCk-1g,404
WM_A6hPGmcRXHhZMPAMTXg,404
nkLla0nBTUPL6yj-zX6eaw,404
INeL2YsGJRX-QulzFRKKXg,404
V8H6z5ulGJEkaFUyRfmLKw,404
NYcXibc_RzSI7wgGbidi8w,404
P_4nbKSE9l_YhgufqOis-w,404
036_95rJbB7PvCHfkCL6Nw,404
p9kqO7Hrft-AWi6QxVg5yA,404
tmB7B9n_9ZW-I7-ONaAG9A,404
22_PdLQVPvyUP4ggc01k7w,404
TLZ3-eDPLhUzfsWO4ad6Ug,404
1e1qCk-tKAkFn-or-o-h0A,404
v-wVkCLas3yapQ--sBSQ4Q,404
HrnqNg-thxOEffNFo-hufw,404
QO4E57PptMqNMrSS9sefUw,404
fRFNQNoVRDI3YFhiGyqZxA,404
4VW4_ghjdYw0Wl40Voa9cw,403
Nl2qLSBPH2iTce-abC17wQ,403
VguQ-YnKapMYMrfaKljWBg,403
c4IkL2K64JeFC7kcnbupsw,403
sjo508CnCXpPLqY08QW0XA,403
p6LTmQY2-y3jWGARBKfaSQ,403
FHKIRFcLHISM8surn-nREg,403
LDjjjDiWfFocyV7YQNFK3A,403
K1r1fGmCbrmC_V6Aj22Zew,403
fQknpOKcW_JtfE6oIoGkKg,403
LLmN5AZ3_U2U4nm6sY6j2Q,403
ERzIS-WRLw-80_B4yqcG3Q,403
I42Ebt8haptL_Wew3r9wLA,403
rcjVayUW3WjF5CL-SBMy-A,403
DIsakzk-hTU48OEhqYIf7w,403
lRpOWh8A7PlpDIkVEKpsQg,403
qiWD-qUrHYJ7xRHla68xiQ,403
lhsQkb5nhf-Kd5OvgB9MNg,403
jMv-WdnEcOP0DD1ltm0xiw,403
uSwFlrrn-MKBKOiCRE2e6A,403
qJAWrsvNv74KYAoo6TAj0A,403
TvbJq1a1Xto5w6t4zMUYHQ,403
SOIOJYjpMZIAuAlH2ja-_Q,403
fOStJUhq7V-qE8RL6xepDw,403
JJ6tYuw5Ms_r58DhnMtOCA,403
WjmczOJVjnU6zIrCvdqptA,403
yatKUn6nlBp3HA0KBFV_PQ,402
3rWY7yQkxyeUf1o3KKZSIA,402
gzln_L7ch8z-Ob6autmumw,402
AUBQPQ8wftMBbP2Q3Lbn0w,402
JkNK2dTFXv1jvwI4OWwPkQ,402
fAiPD2OIEm9wtS7uJqzu5Q,402
LRo87EVK3MKyxNfSFTI_lg,402
f5S8fr9DruZNwSev1gyFWQ,402
kWHawNFXosP5KsQyM062Gw,402
aT6dfEcg0bucpmdrE_G1zg,402
zrd6bulYNAKhCdSVtJ8aXQ,402
JhcAR32Mck-dXTMsz1OSFQ,402
gHE7ClRmr8CZp5qw-bo4UA,402
YpGPZ-Zg89BsFUWwCXoaBw,402
zLIrhVc1nfPTOF33eFD4_g,402
yW0r7cpSwQOnrJ7b8V5gJg,402
UTHAZKeSgEXT_a3eiIo2UQ,402
-FMI0_EhMjwXaAgHVGuG2Q,402
m4xrhESFLaA7PiddXeg2aw,402
K7zrE6uRYEZKCLJlHbZiEg,402
8JfmKF-Mtx-Z1iCFnK_F0g,402
DTe6RHn2XsyykSwbWjf2ZA,402
hDr_bt6MEwlGvGCCKzyzhg,402
5velLpNcCRWWa1Y2fGc_ww,402
Kj74Bh_pvtueA321wcv9ng,402
gEn52Xe8B-sOjPeG8a5QtA,402
pqHCY2NE8_aVl0EsDRbUtg,402
h81N-kVGvV9f_PWJQJN9YA,402
z_37EXfWEVMV4telxsbGMw,402
hP_lCIvlKQvGzr1otFxMKw,402
13oEDtCHrOvbhsHzno2Vvw,402
lcJc6yH1uqwMOBNO6ux5UA,402
hehd01egY8RSpCxnPyMbQA,401
6YjwEGowvkQwK_j05xzKOA,401
a9-gYc8CKX6qbf4GX_VawA,401
mbKGY9CcbjSvy3Iyumeg3Q,401
VhwgNwqd6cdRJTElEHoEHg,401
BeWw8cFF1maJLbgCeHACjw,401
rzfhrbRSiLIjuBPmfvk-CQ,401
eVUP_iOwvsLk6daEmyhESA,401
dsEWTyoP2eZwRfczWAk_ug,401
d91RHJeZE-I7TaeQdBp6MQ,401
JUm2CnbtlOiZ8RyaYqnB7Q,401
4bNFWpQtS5PtfjXuxTc-GQ,401
wY-cop0m6jEibSZdlSU10Q,401
LUcs_N1k6DYCUUhGWE0vIg,401
17Pvr_u1h4EFVV94TZI6ng,401
tUFrWirKiKi_TAnsVWINQQ,401
yR_EfNX8NF_JQTo2LURR4g,401
wVCJ2FshrVpxROihWIcnYw,401
AYvvx-AeplhRrER9MP5gcA,401
iKeEhlGU9R8vUchNwF5__Q,401
LS0bgbX9fTTTOJe5wDZj-g,401
NFtgdII1WbMyl6ems1yNAg,401
t1mWfxivNyGde5VxYYYhSA,401
V5NS9KPlmHPA5Nc2QGEcAQ,401
-q4YqKsWJY6NtkQdnNeL1Q,401
xcySfsPDols3EdtFC6b76g,401
qhDdDeI3K4jy2KyzwFN53w,401
m5chlfZqWo46uuxQzIqo8g,401
1FyD_CESLA6Tt43c3k50dw,400
KS3--17cN4ycmwz56n3CQw,400
P2lgVD6rQVmOaPlYBeru9Q,400
IICp7ui12lBrrcdP9xg28g,400
r9RdpSEb2-0SGD_UcvnDkA,400
Ooa4Mp4gB1UYiehjKMLfww,400
jYFMSF-AyKrvLPWMW6l5JQ,400
MA0dGvzwvP7APePRJp8qyg,400
SVJJIoAiW3vHwoSpVnUcLQ,400
O2fD4u_LbXMa4lW_kk9yyg,400
haAIu_BLD6khheesCjKIRw,400
Bj2_M9hl2ZcDpzkPrTwcjw,400
ij0k8CB6jbvtJCPQOLY1vA,400
ekZqjxHCtN1cFkaj-W-8Dg,400
T0LM-WpyNcryvpZqZL7yPw,400
HjLYCBxJti8V-hsP_yVZ3w,400
Ro1I-E9gwe3t67_jz2cMkA,400
SRg4QRR7xQrZ6cp9u8VX9g,400
JakK5CvB7qYMEGqbuNh5fg,400
xBaiLcgQqWn0kuVy2SxW_w,400
n5Fdf9RzooS7obq0NecOWw,400
A2WOHcAk-BkMyf9Qgv8A8A,400
1MoiTfuItt3dZkaQfJkpYw,400
jPfzUEWzZLvNp1wp3V7r1g,400
CMh5bkpgksnDq9itn-FlHw,400
v7QNBLegUpSQD74lhXx15A,400
Mt6XTQfwk2DUD3AK29YIBg,399
SZDWdgb6tgskSlFolkzEdw,399
M-6AXSgmDMYcWsF442mzzA,399
P_nqb7lULOtx3pAJbKfFXA,399
ibcmKldwkXQzxxbh-euM4w,399
kjKImJ8dLwN4jDi5PQP46g,399
uE40984_YDgVvPeRpFcCaQ,399
KACfu4N8b1RSnQgtjO7tiQ,399
MoEZGIWnOfOLR7oEj024hQ,399
PA3-MROnCDlYOrPUbo8Ryw,399
NH32wQkXTkPauNAj5EFleA,399
1rkmbnMjrYBM-hOckvnNFw,399
UR9dzGGVfcJhHt_mG3bTRA,399
hvG95BoabY6ADuJeviPBng,399
AOGFntN8SHBmRNYV6AhqgQ,399
RmcZOeOJ8QyfRFGjiPrnkg,399
CADaY34LnEGjpSpU7Lee8w,399
4HMXL85u_wX0WEHucVkI6A,399
nGcfY8qVamkNIW7emQlfSQ,399
eic2JlbB24qel-u9VG7PGA,399
4d8p7qsNfWOxUxmjNXR5YQ,399
fr6srIcT6WGXA1_xC_J0Ww,399
nZOhwyYPsAmmjz1Wyoi2Kg,399
g79jYJz3FEvgvglXqOUWxw,399
euLOqc_qzh-zsO1eNbyQvg,399
jPewcmlW0MSV5TezEllWtw,399
5JjZQr91HqTGUhpdHaV8tg,399
O_09u70gUO4JBY-8Yp9HKw,398
o1bd3WLl4McflqjDTJTdHQ,398
fRZtiVd-diDWZ7drxaxOug,398
vpNJJNVgVmf2u1lfdFh81w,398
fJQzUesrvvoMUkjQBNxc6g,398
LggwSfaJm_s4v0wH-kH06g,398
U_xXDEstWkdhmQR8IWHVCw,398
rumPLvjy_ZMekZ5UBSF1ZA,398
2r8K64zBf81zBanmxniMkQ,398
xaKqcS8vBxsUsuL7BlGTqA,398
dO7gWzCuW9ULb7P4Qd9SdQ,398
UYO_d_iqHp4trXNxVOVR1w,398
KyYPr8QLWpYYfKi0wKqeqQ,398
0cWnURpfrb4MqKSzyVN4SQ,398
ztnYPn2w0R4lEJL266apzg,398
p48ZHwv8GW7i35o6b6p21A,398
PEuRhYwIj8HoorVLPEXvOw,398
bhc0kaCpGEVBVAkDdElffA,398
1Mf7b64jGc2pL870SqP_ZA,398
8HAs-c3bh_tr4ggiYAlZng,398
TjWKL-0U5AHZ7AQOsrP0Ew,398
-85kJMtb9wqNWDT8yLbitw,397
YfOeG-eDSblvWfAm_O7kzw,397
xne1l7I2166PbF59qQUxGg,397
S0pCa_bESqiIo5sTG8-kqA,397
N2i1U4Z6GHEw9V02N2u6JA,397
E_F96bse9PeANBz-dR5EHA,397
E2uAzmg3tDenxiZa15E5IQ,397
q2o9Byux2frVX9EtuP7qmw,397
izrRlcMMXei917WAEl3s3Q,397
I8cL6l-Yu3CyHPXlFmOhtQ,397
OAWa1WML2V1ZLJGD6V3nBQ,397
aduPqegPuD0amg0dXtxBgA,397
BWdDR_4lWAE6uloubO0oZw,397
u_0e1X9whtdIBURmiQCv_A,397
1ROHLAfputpAhqVmCiclnw,397
VpeqnfECjFNcYLyDxuc-_w,397
pSgZ6x48zgkbWucfzswkzg,396
0v17Ed8jk2OgUEOHRdcTtQ,396
h2BUHkba3UlMM8xBIylzag,396
34UYYxLV_lAxHYNnV3GXAg,396
oTJfFUdnv-fLf9y9RG-SzQ,396
aePpEsIT6LzGuNDjS5U0Ag,396
_L7J17x-lh4OSxvluqrP7Q,396
2Azunurji8iFeCOdmH4ITA,396
foh6hwQxjCs0SeLT5MO1SQ,396
bKhKVuZye1JFVwsNXKpeLw,396
MnKgN5crTUuxROY2aoadtQ,396
p8JCmYYTXonH3CqRQTCFgw,396
FHDuu5Mv1bEkusxEuhptZQ,396
nAbese1E1H5TwZntoEyfzg,396
sjmQ8ERx9KqzHGQDoD95zA,396
xBqQl05mJkAQs_vTj_yGqQ,396
mWMuRRrntJJ4JfNcddXzkQ,396
3X1IHpOzx0IYp5wM7JVF4g,396
V9cFVduC9KVYkSDfJ576yg,396
lPOqyX-1xnmzCOUaGk6zdg,396
xwKYBPO0ByGlkvNcr8FdqQ,396
tcAB1Q_NLd5uXpq4Pe1aQg,396
WY0ji9m-qAOc_6lK8h4pNw,396
hNH1ILskk1qu7TA0rBvvlw,396
upbidy_YTx1JLIY2h1Jn5w,396
_NYc2bEyvzleMwhhNRr61Q,396
43zr5NGgL4fqRLYov_yb0A,395
dx2pIe26LXqhlG1ay_doGg,395
ZDNPWWMny8RzZ9Wg27aMFQ,395
AWcvXiZyxdDlj_ImZh896w,395
KcBA-0pMxi0agXUAive_QQ,395
_3U2YwnbcdtDc1UVvjUrkw,395
mLrt_o9RilIWH4lFDSFENg,395
PHSda9zEwtFicCICD6TP1A,395
IVfXcPEwLbZFL3B-2U0Btg,395
VPEZwyog5oF82gzd9qfcOA,395
U782dba0FoFLi3cmXbo88Q,395
7QhD08nXbfM97GHv9v4NYg,395
rKGZ52AboX7F9tdrugm4Cw,395
Ro9yZrMiWVEX2fkA5C_QYw,395
5TwBLv_xV0LawqkbIllEVg,395
KSaKp-tEI2b3kv4bYHVWYA,395
nF38_8yQWPHB2SYUFsPsBw,395
YvkadIJ-G9OPpnCOSW2ISg,395
eJ77e9lGxY3ArzaoDbHhYw,395
O5whIW9g8ZXzDhcmbOnPtQ,395
5vb5EPOdgUafr3ZP84Hbpw,395
RFIHFxmNH9dM0ouz2N8ZjQ,394
FJlYldo1NcoyKMG2YKWywA,394
R_7IvtCqjLpcdZjAdyQYBQ,394
XE1GN6pQAFkh-YKAYnHbZg,394
kldw3rf8_T6J2LxsetQ5UA,394
-OX0MJDPRHV0RCRvwYnvBQ,394
m-EfDi7UBwdiEBm7NXqq3w,394
XaCfq62KuZqituHdrDRrSg,394
oFVEI1QE-gWcDrgVoy8etw,394
eDqPBPit4nCy_qLEE6AA9A,394
Cm_l5Zp_5ahUrzz3cifdgQ,394
xHm8DE6x8Qrn_hI6hDlVBw,394
UPIQcVZh5Bb_XloiNpSq0Q,394
Hdr6aniNhzkxZCFhYgHNNQ,394
Oj-XIt4Xj6NSsHzlSt-PsA,394
gRP2B9uMhpoOr7oCWQ-qwg,394
gHwjEvz_Q53vPG1RqKbqTA,394
7Y3RjSc99a88oTMEgvazoA,394
QUk44voqlOHdGMX852F2Rg,394
AuIfHVaGGIKbPw-V0Z9BOA,394
HzHgn4BrQLnqDyFQseZ6Dg,394
iXVe-CPPai8Vsbys2QU7zA,394
JozdEQAPQPzafLC8guMzfQ,394
upiXU8SD9mw-OG-3LN9eWA,394
KMm3o506ue6E6sQuRtsyyg,394
CQgupIpIbkyiVLUEcMIRCA,393
OZnYatmpbZwbtaFTJlYVhg,393
C2r1jwQ_ywEMkvIwptcBkw,393
qzCT_X5aTj8SkGpKdBYYdg,393
SzSLKafTPOQzp3pfzPjEVg,393
22NzV216ZdZdwMLkDfVytw,393
H-Qs8I6_eJCCbKl-LIVWTA,393
ggNLqZxILZgGabRT_NPS_A,393
UuR_swydJgdnEHeoXqB_Ww,393
6_37iH47aHnMODiXVl-gUg,393
fAsuGT-qAKwokZCJcUREww,393
r5hsJYYAP1SOvWUHtM6aXg,393
G0Fhi9lh1sSZSSPuXpe6Ug,393
0_PeeilTHSMuWQby19igOQ,393
fmF58w_cI8Ef-WAIGM3-QA,393
r3WqxVABtyKMaU6zaIp21A,393
Am5wWa0v13NZRsJ-g9f9cQ,393
5ZTRe54aGmyzszwTEE966w,392
0hNFxa8hU_ybM8mCQAVE2Q,392
fDPvDKfLflcalAEA_yUiJg,392
MPjLxuzQYNOs3XJ09bdUWw,392
l4AjbrjS91Z70AYQbABxvA,392
XMIi8JfGtsUl4gbd1zUUdQ,392
gXg277YblY5xsaeMzJ73TA,392
jyZQWgKCXtGLf2j81OzQLw,392
0C4tTLFDcAfRon8hKnDHxg,392
06_ObrhBE8qd2puOu-lkiQ,392
2Sgt5ekJ7F785czScIZEYg,392
lfIQztu4b_W4b7uCMzmyLA,392
FnEWE7CdxTolKWEgVKAlsg,392
D_sIoGDRaLJv0DAIc46MMA,392
yOoTTOsIBk10XCszYVnrDQ,392
02qFLwwFi8T804rHcYh7Zw,392
J0upe5MQ5X9MkchhS_Aotw,392
WfirX5srPxO81WfhTgQnEg,392
xnnWvKhWTfuHwudTzrDbkQ,392
4Vn3QrrIAWoH4fL5s6kqdA,392
w__UZfNB79VSXmFUWhAVyA,392
ZUp2DI8r1ro5iY3ldR6x6w,391
WRSbf7EMHP_sOHisXzq23w,391
ppFCk9aQkM338Rgwpl2F5A,391
GTLgSHSSZOde4ZUrp0mC0A,391
Kg0gJ_3lGToLjuXrLY12Ng,391
VeJP0FaL-UzzChca5f0bkA,391
HY-MXAqblxgRPkxfyhi_ig,391
FXsu9JqnLl2D0wqeQP4QKw,391
zeAfmYy9b1gfUJLRBHm6vQ,391
m_P0oMu3PVz5pGBKjYGl_A,391
AmnnsJq4Pz1jJUFzHwtsOA,391
pDo76a2t94988yqfaMWeBQ,391
2bXm0SynOfxDzfrdrCyXqg,391
gyyFZAV39I_FaOUwslHWYw,391
MXTV7gLn1GcgBIskfIXwMg,391
Q-4tY-IVxZCB6ot3x068zQ,391
78zTLuWcovifbB1q5SPc9Q,391
XgtksVMGKQRq_zUljsrTwA,391
uwF2zLAnZZ1SCwEF8QQKQA,391
9mE7Xp0hH6TMv3eaf2Ylxg,391
78aIT4P-0WgLipM2xCt_4w,391
hFfxaiz7GW3oAh9E1nOQmw,390
4gvAsj8NRTla82aSBzGytw,390
Vj28PSL29SUCUzGfkZpaDg,390
_YfdFmhYhaelhlQXoGCktA,390
4_r9IYC0BY2-E9Wemtv2sA,390
c4xAYwO_s8HEmOfCLVAhCA,390
ECer60ayJ9r_ICCkvosREg,390
IORvbG2rAIVJ-1d148cCmg,390
yn6Sa3nb7piagH95bzVvlg,390
qK7E1up_L7JlJ8yhV6Gfxg,390
5FZWwOwiq1d04O5-oENxng,390
TeXzzAsEkkEE6lRj0J_LXQ,390
X2JkEvWPO7_dEPHne7qJKg,390
MTB9CelShC-x4jj31BJYAg,390
odqgXlLcuedUMyD8Aetwfg,390
-81BXpO5Fuk-RqCabS7LMw,390
B2SzUN9ufZ8htSam4NDA7w,390
aIVk0IEUj7rPaAMeAmBSGg,390
31QjRfXZY3hLDbv8LVvjYg,390
SMZ2-pycp9di-ee5FJ-anw,389
Bpq7C0GvHamHIe59n9tqdw,389
md1n17dYrlCxmQul8CR38g,389
JiRx2kqPZDGIDXxCB7JT3w,389
fBCv5Euudl9VieR870gwNg,389
Yh_KhyVD6ZBwsIQQ1wSUpw,389
as8VwOQV0F0ep-ZwrUu47w,389
Wzs-kKlWOHa6-CvF0UP9ng,389
qkBtVndVyZ7H2kaMcLkavQ,389
q3fonlhMGL8vdW1uafpFHg,389
qynne35dp40BzXb5hroudA,389
3OOL_DXbqIMvqz_30LfJNw,389
gy0NuW7nzIuZNq3lLLlgzA,389
8NBb4aIeQvDh3OWRiIXYIA,389
W9vWGD3b2qYbC6lHUK5IUg,389
H0LcjqWfgCFapQVTVmb0uw,389
MJ9BrqRBC-Sda5eWNS6WVQ,389
Z5b1Me1YBZGQAxIx62vmqg,389
tAz7TnO2YnzB_ssMoZ-c5Q,389
DyIO3iCiYaREeSh4ypik8A,389
_acx3RRCJ4U1DDs0aAUY5A,389
823XwYHayzm0Kufem5E1Aw,389
LF8AY2hrISeZ-YWxgu1fAg,389
eW6h7J_Dm0ASFGfIa09x0A,389
gk8l75GLFUsFr0kS5uLtkQ,389
DRa9zJ55Gnc7UHQV4sDh8g,389
FAqFtRj94IHvqe9XAPpRew,389
_9Z3cuZQBOGv_XzSG4ewHA,389
DTbKzkWQGWJsHvhE6OcUFw,388
LCY8K3IN3QOWxIpmPfuGpQ,388
FYhsm9Efvw8lw7zAOIDUbg,388
Vy7Kg03GUYyeu0IZ035AOQ,388
9NFAT8jDD9XikWplus6e5Q,388
MmN1qpG224QxOeq72DpN2g,388
GYgJtmk1v06FJesYYjrDww,388
71pgpwr8zWK17e0ymMrpsQ,388
nmLXq1k-Z_9HG2Fsgz9euw,388
